Id,MSSubClass,MSZoning,LotFrontage,LotArea,Paved,LotShape,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Bath,SalePrice
1101,95829,191004,60,8400,1,1,143104,1,179956,185763,175985,2,5,1920,1950,171483,179803,149841,148386,156221,0,1,3,149805,2,2,1,290,0,0,290,2,0,0,438,1,1,0,3,6,0,1,134091,1930,142156,1,246,3,187885,0,173401,175202,10,60000
1102,185224,191004,61,9758,1,0,180183,1,179956,185763,175985,5,5,1971,1971,171483,179803,163077,149803,156221,0,1,3,149805,2,3,1,412,287,251,950,2,1,0,950,3,1,1,5,6,0,1,134091,1981,142156,1,280,3,187885,2,173401,175202,10,119500
1103,185224,191004,70,7000,1,1,180183,1,179956,185763,175985,5,7,1960,2002,171483,179803,149841,148386,204691,45,1,3,149805,2,3,1,588,0,422,1010,4,1,0,1134,2,1,1,6,6,0,1,202892,1960,202068,1,254,3,187885,2,173401,149600,10,135000
1104,185224,191004,79,8910,1,1,180183,1,179956,185763,175985,6,6,1959,1959,218876,179803,194573,195817,156221,0,1,3,149805,2,3,2,655,0,0,655,4,1,0,1194,3,1,1,6,6,1,2,254751,1954,240052,2,539,3,187885,2,173401,175202,10,159500
1105,138647,126316,24,2016,1,1,180183,1,179956,181959,210051,5,5,1970,1970,171483,179803,163077,167661,204691,304,1,3,149805,2,3,1,0,0,630,630,2,1,672,1302,3,1,1,6,6,0,1,134091,1970,142156,2,440,3,187885,2,173401,175202,25,106000
1106,239948,191004,98,12256,1,0,180183,1,179956,185763,210051,8,5,1994,1995,171483,179803,163077,167661,204691,362,2,3,225230,4,3,3,1032,0,431,1463,4,1,1122,2622,3,1,2,9,6,2,3,202892,1994,202068,2,712,3,187885,2,173401,175202,25,325000
1107,185224,191004,114,10357,1,0,180183,1,179956,185763,175985,7,5,1990,1991,218876,179803,163077,167661,156221,0,2,3,225230,3,3,2,738,0,172,910,3,1,0,1442,3,1,2,6,6,1,3,202892,1990,240052,2,719,3,187885,2,173401,175202,20,179900
1108,239948,191004,168,23257,1,0,231533,1,179956,185763,210051,7,5,2006,2006,171483,179803,213732,214432,156221,0,2,3,225230,4,4,1,0,0,868,868,4,1,1134,2021,3,1,2,9,6,1,4,254751,2006,202068,2,422,3,187885,2,274945,272291,25,274725
1109,239948,191004,69,8063,1,1,180183,1,179956,185763,210051,6,5,2000,2000,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,0,0,924,924,4,1,742,1690,3,1,1,7,6,1,3,202892,2000,202068,2,463,3,187885,2,173401,146526,25,181000
1110,185224,191004,107,11362,1,0,180183,1,179956,185763,175985,8,5,2004,2005,171483,179803,149422,149803,265583,42,2,3,225230,4,3,2,1039,0,797,1836,4,1,0,1836,3,1,2,7,6,1,4,202892,2004,240052,3,862,3,187885,2,173401,175202,20,280000
1111,239948,191004,69,8000,1,1,180183,1,179956,185763,210051,6,5,1995,1996,171483,179803,163077,167661,156221,0,1,3,225230,3,3,1,219,0,554,773,3,1,885,1658,3,1,1,8,6,1,3,202892,1995,240052,2,431,3,187885,2,173401,175202,25,188000
1112,239948,191004,80,10480,1,1,180183,1,179956,185763,210051,7,6,1976,1976,218876,179803,175942,168112,204691,660,1,3,149805,2,3,1,403,0,400,803,2,1,866,1964,4,1,1,8,6,1,4,202892,1976,202068,2,483,3,187885,2,173401,175202,25,205000
1113,185224,191004,73,7100,1,0,180183,1,179956,185763,175985,5,7,1957,1957,171483,179803,150655,161328,156221,0,1,3,149805,2,3,1,708,0,108,816,2,1,0,816,2,1,1,5,6,0,1,134091,1957,142156,1,308,3,187885,2,173401,175202,10,129900
1114,185224,191004,66,8923,1,1,180183,1,179956,185763,175985,5,7,1953,2006,171483,179803,149841,148386,156221,0,1,3,149805,2,3,1,643,0,365,1008,3,1,0,1008,2,1,2,6,6,0,1,202892,1953,142156,1,240,3,187885,2,173401,175202,10,134500
1115,185224,191004,90,5400,1,1,180183,1,179956,185763,175985,5,7,1954,2000,171483,179803,149422,149803,156221,0,1,2,149805,2,3,1,415,0,418,833,4,1,0,833,2,1,2,4,6,0,1,134091,1955,142156,1,326,3,187885,2,173401,175202,10,117000
1116,185224,191004,93,12085,1,1,180183,1,179956,185763,175985,8,5,2007,2007,218876,179803,213732,214432,265583,328,2,3,225230,4,3,1,1004,0,730,1734,4,1,0,1734,3,1,3,7,6,1,4,202892,2007,202068,3,928,3,187885,2,274945,272291,20,318000
1117,169736,191004,69,7750,1,1,180183,1,179956,185763,166703,8,5,2002,2002,218876,179803,213732,214432,156221,0,2,3,225230,3,3,1,353,0,55,408,4,1,640,1419,3,1,2,7,6,1,3,254751,2002,240052,2,527,3,187885,2,173401,175202,25,184100
1118,185224,191004,57,9764,1,0,180183,1,179956,185763,175985,5,7,1967,2003,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,702,0,192,894,4,1,0,894,3,1,2,5,6,0,1,202892,1967,202068,2,450,3,187885,2,173401,175202,10,130000
1119,169736,191004,85,13825,1,1,180183,1,179956,185763,166703,5,6,1958,1987,171483,179803,149422,149803,156221,0,1,2,149805,2,3,1,0,0,533,533,2,1,580,1601,3,1,1,6,2,0,1,254751,1958,202068,1,300,3,187885,2,173401,175202,10,140000
1120,185224,191004,70,7560,1,1,180183,1,179956,185763,175985,5,5,1959,1959,171483,179803,194573,148386,156221,0,1,3,149805,2,3,1,369,0,671,1040,2,1,0,1040,3,1,1,6,6,0,1,202892,1959,202068,1,286,3,187885,2,173401,175202,10,133700
1121,95829,126316,59,8263,1,1,143104,1,196734,185763,175985,6,5,1920,1950,171483,179803,194573,195817,156221,0,1,3,132291,2,3,1,0,0,1012,1012,2,1,0,1012,2,1,1,6,6,1,4,134091,1920,142156,1,308,3,187885,2,173401,175202,10,118400
1122,185224,191004,84,10084,1,1,180183,1,179956,185763,175985,7,5,2005,2006,171483,179803,213732,214432,204691,196,2,3,225230,3,3,3,24,0,1528,1552,4,1,0,1552,3,1,2,7,6,0,1,202892,2005,202068,3,782,3,187885,2,274945,272291,20,212900
1123,185224,191004,69,8926,1,0,180183,1,179956,185763,175985,4,3,1956,1956,171483,179803,107385,114060,156221,0,1,3,149805,2,3,1,0,0,672,672,4,1,0,960,3,1,1,5,6,0,1,160570,1956,142156,1,288,3,187885,2,143973,146526,10,112000
1124,185224,191004,50,9405,1,1,180183,1,179956,185763,175985,5,9,1947,2008,218876,179803,213732,214432,156221,0,1,4,149805,2,3,1,0,0,698,698,4,1,0,698,2,1,1,4,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,118000
1125,169736,191004,69,9125,1,0,180183,1,179956,185763,166703,7,5,1992,1992,171483,179803,163077,167661,204691,170,1,3,225230,3,3,1,0,0,384,384,3,1,670,1482,3,1,2,7,6,1,3,202892,1992,240052,2,392,3,187885,2,173401,175202,25,163900
1126,185224,191004,60,10434,1,1,180183,1,179956,185763,175985,4,5,1955,1955,171483,179803,175942,168112,156221,0,1,3,149805,2,3,1,0,0,1005,1005,2,1,0,1005,2,1,0,5,6,1,3,134091,1977,142156,2,672,2,114654,2,173401,175202,10,115000
1127,200779,191004,53,3684,1,1,180183,1,179956,181959,175985,7,5,2007,2007,218876,179803,213732,214432,204691,130,2,3,225230,3,3,1,0,0,1373,1373,4,1,0,1555,2,1,2,7,6,1,3,202892,2007,240052,3,660,3,187885,2,173401,175202,20,174000
1128,185224,191004,182,14572,1,0,180183,1,179956,185763,175985,7,5,2004,2004,218876,179803,213732,214432,156221,0,2,3,225230,3,3,3,1300,0,230,1530,4,1,0,1530,3,1,2,7,6,1,4,202892,2004,240052,3,630,3,187885,2,173401,149600,20,259000
1129,239948,191004,59,11796,1,0,180183,1,179956,185763,210051,7,5,2004,2005,171483,179803,213732,214432,156221,0,2,3,225230,3,3,3,0,0,847,847,4,1,1112,1959,4,1,2,8,6,1,4,254751,2004,240052,2,434,3,187885,2,173401,175202,25,215000
1130,133541,126316,60,7200,1,1,180183,1,179956,133541,135074,5,5,1980,1980,171483,179803,149422,149803,204691,180,1,3,149805,3,3,4,936,0,0,936,2,1,0,936,2,1,1,4,6,0,1,134091,1980,142156,2,672,3,187885,2,173401,175202,10,140000
1131,143302,191004,65,7804,1,1,180183,1,179956,185763,143116,4,3,1928,1950,171483,179803,150655,168112,156221,0,1,3,132291,2,3,1,622,0,500,1122,2,1,653,1981,4,1,2,7,2,2,3,134091,1981,142156,2,576,3,187885,2,173401,175202,20,135000
1132,185224,191004,63,10712,1,1,180183,1,179956,185763,175985,5,5,1991,1992,171483,179803,163077,167661,156221,0,1,3,225230,3,3,2,212,0,762,974,2,1,0,974,3,1,1,5,6,0,1,103317,1980,103317,0,0,1,103317,2,127129,146526,10,93500
1133,166772,126316,90,9900,1,1,180183,1,179956,185763,210051,6,4,1880,1950,171483,179803,149841,148386,156221,0,1,3,132291,2,3,2,0,0,1008,1008,2,1,1032,2210,5,1,0,8,6,0,1,134091,1930,142156,1,205,2,187885,0,173401,175202,20,117500
1134,239948,191004,80,9828,1,0,180183,1,179956,185763,210051,8,5,1995,1995,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,584,0,544,1128,4,1,878,2020,3,1,2,8,6,1,3,202892,1995,202068,2,466,3,187885,2,173401,175202,25,239500
1135,239948,191004,57,8773,1,0,231533,1,179956,185763,210051,6,5,1997,1997,171483,179803,213732,214432,156221,0,1,3,225230,3,3,3,0,0,916,916,3,1,684,1600,3,1,1,7,6,1,3,202892,1997,240052,2,460,3,187885,2,173401,175202,25,169000
1136,95829,126316,60,6180,1,1,180183,1,179956,185763,175985,6,5,1926,1950,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,0,0,960,960,2,0,0,986,2,1,1,5,6,1,4,134091,1926,142156,1,180,3,187885,2,173401,175202,10,102000
1137,143302,191004,80,9600,1,1,180183,1,179956,185763,143116,6,5,1950,1950,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,280,0,752,1032,2,1,220,1252,3,1,1,6,6,0,1,202892,1950,142156,1,288,3,187885,2,173401,146526,10,119000
1138,143302,191004,54,6342,1,1,180183,1,179956,185763,143116,5,8,1875,1996,171483,179803,213732,214432,156221,0,1,2,149805,2,3,1,0,0,780,780,3,0,240,1020,2,1,1,6,6,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,10,94000
1139,185224,191004,69,9819,1,0,180183,1,196734,185763,175985,6,5,1977,1977,171483,179803,175942,252061,156221,0,1,3,225230,2,3,4,1567,0,0,1567,2,1,0,1567,2,1,2,5,6,2,3,202892,1977,202068,2,714,3,187885,2,173401,175202,20,196000
1140,95829,191004,98,8731,1,0,180183,1,179956,185763,175985,5,5,1920,1950,171483,179803,162990,155905,156221,0,1,1,132291,2,3,1,645,0,270,915,2,1,0,1167,3,1,1,6,4,1,4,134091,1972,142156,2,495,3,187885,2,173401,175202,10,144000
1141,185224,191004,60,7350,1,1,180183,1,179956,185763,175985,5,7,1951,1951,171483,179803,163077,167661,156221,0,1,3,149805,2,3,2,852,0,100,952,2,1,0,952,2,1,1,4,6,0,1,134091,1988,142156,2,840,3,187885,2,143973,146526,10,139000
1142,239948,191004,69,10304,1,0,180183,1,179956,185763,210051,5,7,1976,1976,171483,179803,175942,168112,204691,44,1,2,149805,2,3,1,381,0,399,780,4,1,780,1868,4,1,2,9,6,1,3,202892,1976,142156,2,484,3,187885,2,173401,175202,25,197500
1143,239948,191004,77,9965,1,1,180183,1,179956,185763,210051,8,5,2006,2007,218876,179803,213732,214432,265583,340,2,3,225230,4,3,4,1150,0,316,1466,4,1,1362,2828,4,1,2,11,6,1,3,254751,2006,202068,3,1052,3,187885,2,274945,272291,30,424870
1144,185224,191004,69,9000,1,1,180183,1,179956,185763,175985,5,3,1959,1959,171483,179803,149841,168112,156221,0,1,3,149805,2,3,1,288,0,718,1006,2,1,0,1006,3,1,1,5,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,175202,10,80000
1145,129613,191004,60,12180,1,1,180183,1,179956,128432,143116,4,4,1941,1950,171483,179803,149422,149803,156221,0,1,1,132291,3,3,1,348,0,324,672,1,0,252,924,2,1,0,5,6,0,1,134091,1941,142156,1,280,3,187885,2,173401,175202,10,80000
1146,143302,126316,52,6240,1,1,180183,1,179956,185763,143116,5,6,1928,1950,171483,179803,149422,149803,156221,0,1,3,132291,2,3,1,0,0,1042,1042,4,1,534,1576,3,1,1,8,6,1,4,134091,1928,142156,1,225,3,187885,2,173401,149600,10,149000
1147,185224,191004,69,11200,1,1,180183,1,179956,185763,175985,6,5,1985,1985,171483,179803,149841,161328,204691,85,2,3,149805,3,3,1,1258,0,40,1298,2,1,0,1298,3,1,2,5,6,1,3,202892,1985,142156,2,403,3,187885,2,173401,175202,20,180000
1148,166772,191004,75,12000,1,1,143104,1,179956,185763,210051,7,7,1941,1950,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,275,0,429,704,4,1,704,1564,3,1,0,7,6,1,4,202892,1941,142156,1,234,3,187885,2,173401,175202,15,174500
1149,143302,126316,69,5700,1,1,180183,1,179956,185763,143116,7,7,1926,1950,171483,179803,149841,148386,156221,0,1,3,225230,2,3,1,0,0,572,572,2,1,539,1111,2,1,1,5,6,1,4,134091,1982,142156,1,288,3,187885,2,173401,175202,10,116900
1150,166772,126316,50,9000,1,1,180183,1,179956,185763,210051,7,9,1920,1988,218876,179803,213732,214432,156221,0,1,2,225230,2,3,1,624,0,26,650,4,1,650,1482,3,1,1,7,6,0,1,134091,1930,142156,2,324,3,187885,2,173401,175202,10,143000
1151,185224,191004,57,8280,1,0,180183,1,179956,185763,175985,6,5,1950,1950,171483,179803,194573,195817,156221,0,1,3,149805,2,3,1,0,0,932,932,4,1,0,932,2,1,2,4,6,1,4,202892,1950,142156,1,306,3,187885,2,173401,175202,10,124000
1152,185224,191004,134,17755,1,1,180183,1,179956,185763,175985,5,4,1959,1959,171483,179803,163077,168112,204691,132,1,3,149805,2,3,1,176,0,1290,1466,2,1,0,1466,3,1,0,6,6,2,4,202892,1959,240052,2,528,3,187885,2,173401,175202,15,149900
1153,185224,191004,90,14115,1,0,180183,1,179956,185763,175985,6,7,1956,2004,171483,179803,237635,158633,156221,0,1,3,225230,2,3,1,296,547,230,1073,4,1,0,1811,2,1,3,6,6,1,4,202892,1956,240052,2,470,3,187885,2,173401,146526,10,230000
1154,95829,126316,69,5890,1,1,180183,1,179956,185763,175985,6,8,1930,2007,171483,179803,149841,148386,156221,0,2,2,132291,2,3,3,538,0,278,816,4,1,0,816,2,1,1,5,6,0,1,134091,2002,142156,1,432,3,187885,2,173401,175202,10,120500
1155,239948,191004,69,13700,1,0,180183,1,179956,185763,210051,7,6,1965,1988,171483,179803,213732,214432,265583,288,1,3,149805,2,3,4,454,0,410,864,2,1,918,1820,4,1,2,8,6,2,4,202892,1965,142156,2,492,3,187885,2,173401,175202,20,201800
1156,185224,191004,90,10768,1,0,180183,1,179956,185763,175985,5,8,1976,2004,171483,179803,175942,168112,156221,0,2,2,149805,3,3,4,1157,0,280,1437,2,1,0,1437,3,1,2,6,6,1,2,202892,1976,202068,2,528,3,187885,2,173401,175202,20,218000
1157,169736,191004,85,9350,1,1,180183,1,179956,185763,166703,5,8,1965,1999,171483,179803,194573,195817,156221,0,1,2,225230,2,3,4,633,0,586,1219,3,1,0,1265,3,1,2,6,6,1,4,202892,1965,202068,2,502,3,187885,2,173401,175202,20,179900
1158,200779,191004,34,5001,1,0,180183,1,179956,135911,175985,7,5,2007,2008,171483,179803,213732,214432,265583,166,2,3,225230,3,3,1,904,0,410,1314,4,1,0,1314,2,1,2,6,6,1,4,202892,2008,202068,2,626,3,187885,2,173401,175202,20,230000
1159,185224,191004,92,11932,1,1,180183,1,179956,185763,175985,8,5,2007,2008,171483,179803,213732,214432,265583,186,2,3,225230,3,3,1,0,0,1580,1580,4,1,0,1580,3,1,2,7,6,0,1,202892,2008,202068,3,830,3,187885,2,138795,272291,20,235128
1160,239948,191004,76,9120,1,1,180183,1,179956,185763,210051,6,6,1974,1974,218876,179803,163077,167661,204691,270,2,3,149805,2,3,1,442,0,459,901,2,1,933,1876,4,1,2,8,6,1,3,202892,1974,202068,2,540,4,187885,2,173401,175202,25,185000
1161,138647,191004,24,2280,1,1,180183,1,179956,135911,210051,6,5,1978,1978,171483,179803,175942,126848,156221,0,1,3,149805,3,3,1,311,0,544,855,1,1,601,1456,3,1,1,7,6,1,3,202892,1978,142156,2,440,3,187885,2,173401,175202,25,146000
1162,185224,191004,69,14778,1,0,203661,1,179956,185763,175985,6,7,1954,2006,218876,179803,163077,167661,204691,72,2,3,149805,2,3,1,728,0,568,1296,4,1,0,1640,3,1,2,7,6,1,4,134091,1993,142156,2,924,3,187885,2,173401,175202,10,224000
1163,185224,191004,109,8724,1,1,180183,1,179956,185763,175985,5,5,1968,1968,171483,179803,213732,214432,156221,0,1,3,149805,3,3,1,492,0,402,894,3,1,0,894,3,1,1,5,6,1,0,202892,1968,240052,2,450,3,187885,2,173401,175202,10,129000
1164,133541,191004,60,12900,1,1,180183,1,179956,133541,135074,4,4,1969,1969,171483,179803,175942,168112,156221,0,1,3,149805,3,3,3,1198,0,0,1198,2,1,0,1258,0,2,1,6,6,0,1,109985,1969,142156,2,400,2,187885,2,173401,167377,10,108959
1165,169736,191004,69,16157,1,0,180183,1,179956,185763,166703,5,7,1978,1978,171483,179803,175942,168112,156221,0,1,3,225230,3,3,4,680,391,289,1360,4,1,0,1432,2,1,2,5,6,1,3,202892,1978,142156,2,588,3,187885,2,173401,175202,15,194000
1166,185224,191004,79,9541,1,0,180183,1,179956,185763,175985,7,5,2009,2009,171483,179803,213732,214432,265583,268,2,3,225230,3,3,1,0,0,1502,1502,4,1,0,1502,3,1,2,7,6,0,1,202892,2009,202068,2,644,3,187885,2,274945,272291,20,233170
1167,185224,191004,64,10475,1,0,180183,1,179956,185763,175985,8,5,2008,2008,171483,179803,213732,214432,265583,72,2,3,225230,3,3,3,0,0,1694,1694,4,1,0,1694,3,1,2,7,6,0,1,202892,2008,202068,3,776,3,187885,2,173401,175202,20,245350
1168,239948,191004,58,10852,1,0,180183,1,179956,185763,210051,6,5,2000,2000,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,786,0,173,959,4,1,712,1671,3,1,1,7,6,1,3,202892,2000,240052,2,472,3,187885,2,173401,175202,25,173000
1169,166772,191004,120,13728,1,1,180183,1,179956,185763,210051,6,7,1935,1986,218876,179803,162990,155905,156221,0,1,3,149805,2,3,1,626,0,501,1127,4,1,872,2108,4,1,2,7,6,2,3,160570,1935,142156,2,540,3,187885,2,173401,175202,20,235000
1170,239948,191004,118,35760,1,0,180183,1,179956,185763,210051,10,5,1995,1996,218876,179803,163077,167661,204691,1378,2,2,225230,4,3,4,1387,0,543,1930,4,1,1796,3627,4,1,2,10,6,1,3,202892,1995,240052,3,807,3,187885,2,173401,175202,35,625000
1171,169736,191004,76,9880,1,1,180183,1,179956,185763,166703,6,6,1977,1977,171483,179803,175942,168112,156221,0,1,3,149805,2,3,3,522,0,574,1096,2,1,0,1118,3,1,1,6,6,1,0,202892,1977,240052,1,358,3,187885,2,173401,175202,10,171000
1172,185224,191004,76,9120,1,1,180183,1,179956,185763,175985,6,6,1958,1958,218876,179803,149422,149803,156221,0,1,3,149805,2,3,1,662,0,599,1261,4,1,0,1261,3,1,1,6,6,1,3,202892,1958,202068,2,433,3,187885,2,173401,175202,10,163000
1173,138647,214014,35,4017,1,0,180183,1,179956,181959,210051,7,5,2006,2007,171483,179803,149422,149803,156221,0,2,3,225230,3,3,1,0,0,625,625,4,1,625,1250,2,1,2,5,6,0,1,134091,2006,240052,2,625,3,187885,2,173401,175202,25,171900
1174,143302,191004,138,18030,1,0,143104,1,179956,185763,143116,5,6,1946,1994,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,152,469,977,1598,2,1,971,3086,3,1,3,12,4,1,4,103317,1980,103317,0,0,1,103317,2,173401,175202,30,200500
1175,166772,191004,80,16560,1,0,180183,1,179956,185763,210051,6,8,1932,1950,171483,179803,149841,148386,156221,0,1,3,132291,3,3,1,503,0,449,952,2,1,1175,2345,4,1,1,9,6,1,4,134091,1932,142156,2,360,3,187885,2,173401,175202,25,239000
1176,143302,191004,85,10678,1,1,180183,1,179956,185763,143116,8,5,1992,2000,218876,179803,163077,167661,204691,337,2,3,225230,3,3,1,700,0,983,1683,4,1,743,2872,4,1,2,9,6,1,3,202892,1992,240052,2,541,3,187885,2,173401,175202,25,285000
1177,185224,191004,37,6951,1,0,180183,1,179956,185763,175985,5,5,1984,1985,171483,179803,163077,168112,156221,0,1,3,149805,2,3,1,658,0,218,876,2,1,0,923,3,1,1,5,6,0,1,202892,1984,142156,1,264,3,187885,2,173401,175202,10,119500
1178,143302,126316,69,3950,1,1,143104,1,179956,185763,143116,6,8,1926,2004,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,468,0,350,818,2,1,406,1224,3,1,1,5,6,0,1,134091,1926,142156,1,210,3,187885,0,173401,175202,10,115000
1179,143302,191004,54,7681,1,0,180183,1,179956,185763,143116,5,6,1921,1950,171483,179803,149841,148386,156221,0,1,3,132291,2,3,1,0,0,731,731,4,1,523,1343,3,1,1,7,6,1,4,134091,1921,142156,1,186,2,187885,2,173401,175202,15,154900
1180,185224,191004,77,8335,1,1,180183,1,179956,185763,175985,5,5,1954,1954,171483,179803,149841,148386,156221,0,1,3,107365,0,1,0,0,0,0,0,3,1,0,1124,3,1,1,5,2,1,4,103317,1980,103317,0,0,1,103317,0,173401,175202,10,93000
1181,239948,191004,69,11170,1,0,180183,1,179956,185763,210051,7,5,1990,1991,171483,179803,149422,149803,156221,0,1,3,185100,3,3,1,1216,0,0,1216,4,1,1216,2514,4,1,1,8,6,0,1,202892,1990,240052,2,693,3,187885,2,173401,175202,25,250000
1182,200779,126316,64,5587,1,0,231533,1,196734,181959,175985,8,5,2008,2008,218876,179803,231690,230093,265583,186,3,3,225230,4,3,4,1480,0,120,1600,4,1,0,1652,2,1,2,5,6,1,4,202892,2008,240052,2,482,3,187885,2,274945,272291,20,392500
1183,239948,191004,160,15623,1,0,180183,1,179956,185763,210051,10,5,1996,1996,218876,179803,149841,252061,156221,0,2,3,225230,4,3,3,2096,0,300,2396,4,1,2065,4476,4,1,3,10,6,2,3,202892,1996,240052,3,813,3,187885,2,173401,146526,35,745000
1184,95829,191004,60,10800,1,1,180183,1,179956,185763,175985,5,6,1920,1950,218876,179803,162990,155905,156221,0,1,3,132291,2,3,1,821,0,299,1120,4,1,0,1130,2,1,1,5,6,1,4,134091,1970,142156,2,720,3,187885,2,173401,175202,10,120000
1185,185224,191004,50,35133,0,1,180183,1,196734,185763,175985,5,4,1963,1963,218876,179803,149422,149803,204691,226,1,3,149805,2,3,4,1159,0,413,1572,3,1,0,1572,3,1,1,5,6,2,3,151481,1963,202068,3,995,3,187885,2,173401,175202,15,186700
1186,143302,191004,60,9738,1,1,180183,1,179956,185763,143116,5,7,1924,1950,171483,179803,107385,114060,156221,0,1,2,132291,2,3,1,392,0,392,784,3,1,272,1221,4,1,1,7,6,0,1,202892,1965,142156,1,392,3,187885,2,173401,175202,10,104900
1187,129613,191004,107,10615,1,0,143104,1,196734,128432,210051,3,5,1900,1970,171483,179803,163077,167661,156221,0,1,3,149805,1,3,2,440,0,538,978,2,1,685,1699,3,2,1,7,6,0,1,109985,1920,142156,2,420,2,114654,2,173401,146526,20,95000
1188,185224,191004,89,12461,1,1,180183,1,179956,185763,175985,8,5,1994,1995,171483,179803,180921,252061,156221,0,2,3,225230,3,3,1,1456,0,168,1624,4,1,0,1624,2,1,2,5,6,1,2,202892,1994,202068,3,757,3,187885,2,173401,175202,20,262000
1189,239948,191004,68,8935,1,0,180183,1,179956,185763,210051,7,5,2002,2002,171483,179803,213732,214432,204691,95,2,3,225230,3,3,1,0,0,831,831,4,1,829,1660,3,1,2,7,6,0,1,202892,2002,202068,2,493,3,187885,2,173401,175202,25,195000
1190,239948,191004,60,7500,1,1,180183,1,179956,185763,210051,7,5,1999,1999,171483,179803,213732,214432,156221,0,1,3,225230,2,3,1,0,0,994,994,3,1,776,1804,3,1,2,7,6,1,3,202892,1999,240052,2,442,3,187885,2,173401,175202,25,189000
1191,129613,191004,69,32463,1,1,203661,1,196734,128432,175985,4,4,1961,1975,171483,179803,149422,149803,265583,149,1,2,149805,2,3,3,1159,0,90,1249,4,1,0,1622,3,1,1,7,6,1,3,151481,1975,240052,4,1356,3,187885,2,173401,175202,10,168000
1192,138647,214014,24,2645,1,1,180183,1,179956,135911,210051,8,5,1999,2000,171483,179803,149422,149803,204691,456,2,3,225230,3,3,1,0,0,776,776,4,1,677,1441,2,1,2,5,6,0,1,134091,1999,142156,2,492,3,187885,2,173401,175202,25,174000
1193,143302,126316,60,9600,1,1,180183,1,179956,185763,143116,5,8,1925,1994,148910,179803,213732,214432,156221,0,1,3,225230,2,3,2,0,0,702,702,3,1,630,1472,3,1,2,6,6,0,1,134091,1925,142156,1,250,3,114654,1,173401,175202,10,125000
1194,200779,126316,69,4500,1,1,180183,1,179956,181959,175985,6,5,1999,1999,218876,179803,213732,214432,204691,425,1,3,225230,4,3,1,883,0,341,1224,4,1,0,1224,2,1,1,5,6,0,1,202892,1999,240052,2,402,3,187885,2,173401,175202,20,165000
1195,239948,191004,80,9364,1,1,180183,1,179956,185763,210051,6,7,1969,1969,171483,179803,163077,167661,265583,143,1,3,149805,2,3,1,371,0,292,663,2,1,689,1352,4,1,1,7,6,0,1,202892,1969,240052,1,299,3,187885,2,173401,175202,15,158000
1196,239948,191004,51,8029,1,0,180183,1,179956,185763,210051,6,5,2005,2005,171483,179803,213732,214432,156221,0,1,3,225230,3,3,1,0,0,728,728,4,1,728,1456,3,1,2,8,6,0,1,202892,2005,240052,2,400,3,187885,2,173401,175202,25,176000
1197,239948,191004,58,14054,1,0,180183,1,179956,185763,210051,7,5,2006,2006,171483,179803,213732,214432,156221,0,2,3,225230,3,3,3,0,0,879,879,4,1,984,1863,4,1,2,9,6,1,4,254751,2006,240052,3,660,3,187885,2,274945,272291,25,219210
1198,192437,126316,65,8850,1,0,143104,1,179956,185763,157355,7,6,1916,1950,171483,179803,149422,149803,156221,0,1,3,132291,2,3,1,0,0,815,815,4,1,875,1690,3,1,1,7,6,1,4,134091,1916,142156,1,225,3,187885,2,144369,175202,10,144000
1199,185224,191004,70,9100,1,1,180183,1,179956,185763,175985,7,5,2001,2001,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,1212,1212,4,1,0,1212,3,1,2,6,6,0,1,202892,2001,202068,2,573,3,187885,2,173401,175202,20,178000
1200,185224,191004,75,11235,1,1,180183,1,179956,185763,175985,4,5,1963,1979,171483,179803,163077,167661,204691,51,1,3,149805,2,3,1,547,0,504,1051,3,1,0,1382,3,1,1,6,6,1,0,202892,1974,142156,2,459,3,187885,2,173401,175202,15,148000
1201,185224,191004,71,9353,1,1,180183,1,179956,185763,175985,4,5,1970,1970,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,0,0,864,864,3,1,0,864,3,1,1,5,6,0,1,202892,1972,142156,1,280,3,187885,2,127129,146526,10,116050
